Time,1,2,3,4,5,6
01/01/18 00,0.0019666666666666665,36.518383333333325,2.184516666666667,96.53526666666669,136.55096666666668,116.88686666666668
01/01/18 01,8.233483333333334,11.48345,6.933633333333333,69.75026666666666,185.167,127.78396666666666
01/01/18 02,10.183549999999999,13.0,12.350050000000001,87.11670000000001,115.66750000000002,186.85013333333333
01/01/18 03,13.0,10.616850000000001,13.0,82.56678333333333,159.61724999999998,182.85031666666666
01/01/18 04,13.0,9.533600000000002,11.7001,86.90003333333334,173.38349999999997,191.56691666666666
01/01/18 05,13.0,11.7001,10.4002,40.30025,172.5667,197.41666666666666
01/01/18 06,4.983533333333333,11.483366666666665,3.3333333333333335e-05,118.58400000000002,167.11684999999997,220.90040000000002
01/01/18 07,0.0,0.0,0.0,135.00028333333333,203.13380000000004,209.33336666666668
01/01/18 08,0.0,0.0,0.0,135.0,253.93441666666664,205.0
01/01/18 09,0.0,0.0,0.0,135.0,336.15201666666667,174.50025
01/01/18 10,0.0,0.0,0.0,135.0,279.60296666666665,237.5
01/01/18 11,0.0,0.0,0.0,84.58366666666667,295.33520000000004,245.20108333333334
01/01/18 12,0.0014000000000000004,0.1342833333333333,8.868149999999998,75.0003,309.5362333333333,267.80193333333335
01/01/18 13,0.0028833333333333332,6.935466666666668,3.0020499999999997,135.0,274.00165,336.4009666666667
01/01/18 14,0.0002666666666666667,0.0006333333333333333,0.0001,135.0,286.4671833333333,281.0018166666667
01/01/18 15,0.0,0.0,0.0,135.0,258.0008833333333,270.0009
01/01/18 16,0.0,0.0,0.0,135.0,314.58488333333327,243.41678333333337
01/01/18 17,1.6666666666666667e-05,0.0,0.0,135.0,334.18565,197.83353333333335
01/01/18 18,22.001749999999998,0.06793333333333335,0.5010333333333334,138.26678333333336,363.91773333333333,276.7017833333333
01/01/18 19,62.901033333333345,8.252433333333334,21.01743333333333,178.03515000000004,326.15281666666664,294.5683333333334
01/01/18 20,37.65248333333333,21.63576666666666,22.56994999999999,216.81939999999997,312.50176666666664,249.70346666666669
01/01/18 21,34.5195,40.836316666666676,37.21973333333334,192.75396666666668,297.7518,143.93771666666672
01/01/18 22,30.00293333333333,55.386883333333344,59.46881666666666,187.91928333333334,286.4839166666667,198.73663333333334
01/01/18 23,7.136483333333331,20.151766666666667,40.90233333333334,90.33643333333333,144.0189666666666,141.70294999999993
02/01/18 00,16.06875,3.8515999999999995,0.0018,100.96906666666665,128.95196666666666,168.13653333333335
02/01/18 01,7.8004,12.78335,10.183433333333335,68.33415,146.4008666666667,171.91678333333337
02/01/18 02,13.0,11.483450000000001,12.35005,83.43351666666666,196.51706666666666,152.75005000000002
02/01/18 03,11.91675,7.8004,12.1334,54.31708333333334,161.50036666666668,111.58381666666668
02/01/18 04,9.9669,10.183549999999999,13.0,83.43348333333333,220.00026666666665,130.75055
02/01/18 05,13.0,2.8167833333333334,12.78335,66.217,190.80076666666668,187.0836666666667
02/01/18 06,5.416733333333334,0.0,3.68345,99.20036666666668,200.4171166666667,238.68370000000002
02/01/18 07,0.0,0.0,0.0,92.25048333333332,282.80093333333326,199.58465000000004
02/01/18 08,0.0,0.0,0.0,135.0,363.1001666666667,269.9166833333333
02/01/18 09,0.0,0.0,0.0,135.0,349.8676666666667,272.5834666666667
02/01/18 10,0.0,0.0,0.0,135.0,322.51813333333325,269.9167166666667
02/01/18 11,0.0,0.0,0.0,135.0,331.50015,265.26938333333334
02/01/18 12,4.000333333333333,0.0014500000000000003,3.0011666666666668,135.0,298.9336333333333,337.7680333333334
02/01/18 13,22.735499999999995,12.002583333333328,14.735899999999997,128.33336666666668,285.08345,276.5355166666667
02/01/18 14,0.0007333333333333333,2.800433333333333,0.0010666666666666667,124.16688333333332,305.0,270.80185
02/01/18 15,0.0,0.0,0.0,115.00009999999999,297.5004166666667,270.0
02/01/18 16,0.8334166666666666,0.0,0.8000666666666666,135.0,305.20163333333335,269.9166833333333
02/01/18 17,1.70015,0.0,3.300116666666667,135.0,313.46845,279.5833666666667
02/01/18 18,11.533616666666667,13.0006,3.2006500000000004,136.16833333333332,439.15128333333337,245.41738333333336
02/01/18 19,27.884116666666664,40.684566666666676,20.134533333333334,57.76991666666666,468.5669333333334,253.43506666666664
02/01/18 20,28.402833333333326,16.0701,18.01918333333333,89.1038833333333,496.6503000000001,164.5693166666667
02/01/18 21,66.05260000000001,24.7033,46.735850000000006,119.86925000000004,403.3516,227.36954999999998
02/01/18 22,31.453016666666663,19.61971666666666,55.23565,106.23629999999999,263.01911666666666,247.4519166666667
02/01/18 23,13.736266666666669,36.568900000000006,34.169500000000006,73.73636666666667,264.26908333333324,150.6031166666667
03/01/18 00,11.468716666666667,12.018366666666669,10.40225,93.78668333333334,158.73391666666666,206.8363
03/01/18 01,3.4667000000000003,13.0,11.916750000000002,66.65051666666668,167.0002333333333,207.98380000000003
03/01/18 02,11.700099999999999,13.0,13.0,83.0,148.58338333333333,240.25010000000003
03/01/18 03,10.833499999999999,11.2668,13.0,79.08346666666667,173.0,213.05058333333332
03/01/18 04,11.266799999999998,13.0,13.0,99.40023333333332,173.0,206.60025
03/01/18 05,3.4667833333333333,6.71675,13.0,146.05035,168.23351666666667,248.68353333333332
03/01/18 06,0.0,0.0,11.483450000000001,157.05056666666667,160.00035,197.41718333333336
03/01/18 07,0.0,0.0,3.4667000000000003,158.46716666666666,168.86788333333334,201.0841333333333
03/01/18 08,0.0,0.0,0.0,135.0,170.25243333333336,263.08341666666666
03/01/18 09,0.0,0.0,0.0,135.0,273.1676,230.83336666666668
03/01/18 10,0.0,0.0,0.0,135.0,378.0004833333333,230.41721666666666
03/01/18 11,0.0,0.0,1.6666666666666667e-05,135.0006,377.16673333333335,276.33503333333334
03/01/18 12,21.401066666666665,0.80065,2.00195,135.00081666666665,330.20078333333333,262.25325000000004
03/01/18 13,0.0029666666666666665,0.0028666666666666662,26.201383333333332,135.0,263.46763333333337,239.06948333333335
03/01/18 14,0.0003333333333333333,0.00016666666666666666,0.0,135.0,326.91715,279.91905
03/01/18 15,0.0,0.0,0.0,118.33341666666666,372.41675000000004,270.0006
03/01/18 16,0.6339666666666666,0.0,0.0,115.25078333333335,368.00055,270.0
03/01/18 17,2.0000833333333334,0.0,0.0,135.26790000000003,316.83489999999995,224.00010000000003
03/01/18 18,1.467,0.7668833333333331,12.051283333333329,150.86871666666673,345.55158333333327,237.58380000000002
03/01/18 19,14.118099999999998,3.8365666666666667,17.086083333333338,171.30413333333325,297.5178833333333,267.0026
03/01/18 20,16.134816666666662,22.53633333333333,18.802966666666666,213.9367333333334,267.20191666666665,253.10281666666668
03/01/18 21,61.80276666666667,55.90330000000002,31.48676666666666,182.41890000000004,245.58581666666672,306.2032166666668
03/01/18 22,56.66876666666668,38.86975000000002,38.43615000000001,126.9865,212.01926666666665,231.80306666666667
03/01/18 23,22.169483333333332,40.385133333333336,29.052449999999997,80.7361,169.18531666666664,111.30336666666666
04/01/18 00,7.501566666666667,19.05163333333333,6.168799999999999,54.17021666666666,137.2340166666667,146.68588333333338
04/01/18 01,11.7001,11.48345,13.0,91.30046666666667,193.15013333333334,155.16719999999998
04/01/18 02,11.91675,8.88365,13.0,46.58384999999999,202.53368333333336,153.65011666666666
04/01/18 03,13.0,12.566699999999999,13.0,84.73376666666668,243.65018333333336,96.4673
04/01/18 04,11.2668,9.31695,12.35005,84.30038333333333,219.58368333333334,134.33381666666665
04/01/18 05,9.533383333333335,7.366783333333332,0.21669999999999998,81.2668,252.66668333333334,200.28346666666667
04/01/18 06,0.0,0.0,0.0,61.784000000000006,291.8834833333333,244.88345
04/01/18 07,0.0,0.0,0.0,121.01703333333332,358.4174666666667,237.55028333333334
04/01/18 08,0.0,0.0,0.0,134.4167833333333,364.08388333333335,270.0
04/01/18 09,0.0,0.0,0.0,88.25025000000001,375.51741666666663,270.0
04/01/18 10,0.0,0.0,0.0,135.0,349.7506333333333,270.0
04/01/18 11,0.0,0.0,0.0,135.0,362.83408333333335,270.0009
04/01/18 12,0.0004833333333333334,0.0024000000000000002,0.0016,135.0,307.03424999999993,270.0020166666667
04/01/18 13,2.9352166666666673,0.0027166666666666667,0.0025333333333333336,135.0,299.85035,311.2015333333333
04/01/18 14,0.26681666666666665,0.0006166666666666667,0.00048333333333333334,135.0,294.65145,305.00241666666665
04/01/18 15,0.0,0.0,0.0,135.0,344.58395,270.00075
04/01/18 16,0.0,0.0,0.0,135.0,324.33551666666665,270.0
04/01/18 17,0.7668833333333331,0.0,0.0,135.00003333333333,371.70101666666665,270.0
04/01/18 18,10.500966666666667,18.85076666666666,1.950266666666667,149.73619999999994,382.31731666666667,270.00005
04/01/18 19,53.817683333333335,14.236450000000001,21.86831666666666,166.5711333333334,324.8353333333334,282.902
04/01/18 20,19.568883333333325,70.46931666666669,28.66875,202.47038333333336,276.2357333333333,229.98586666666662
04/01/18 21,28.9198,42.91928333333333,62.702850000000005,193.25270000000006,241.36901666666668,229.76896666666667
04/01/18 22,23.469749999999998,30.636383333333335,57.05301666666669,91.55366666666667,204.16856666666666,170.35306666666673
04/01/18 23,54.035149999999994,17.886599999999998,26.05136666666667,136.38680000000002,129.75173333333333,140.18551666666664
05/01/18 00,11.285783333333333,12.81815,9.102083333333333,76.16985000000001,120.66728333333334,173.21993333333333
05/01/18 01,11.91675,11.483450000000001,13.0,71.51756666666667,159.58350000000004,152.80063333333334
05/01/18 02,11.05015,12.78335,13.0,96.26688333333335,156.66725,148.00035
05/01/18 03,13.0,9.100249999999999,13.0,87.83361666666666,178.30014999999997,155.60003333333333
05/01/18 04,11.700099999999999,0.0,13.0,90.58335000000001,167.31678333333332,160.6335333333333
05/01/18 05,11.266799999999998,0.0,9.5334,56.58341666666667,193.70008333333334,195.08336666666668
05/01/18 06,7.800316666666666,0.0,0.0,102.41696666666667,168.41691666666665,164.25035
05/01/18 07,0.0,0.0,0.0,95.50040000000003,221.83353333333332,155.66743333333335
05/01/18 08,0.0,0.0,0.0,68.25035,173.30011666666667,270.0
05/01/18 09,0.0,0.0,0.0,104.83351666666665,298.41746666666666,270.0
05/01/18 10,0.0,0.0,0.0,135.0,312.18438333333336,270.0
05/01/18 11,0.0,0.0,0.0,108.58341666666665,223.33486666666667,270.00095
05/01/18 12,0.0009000000000000001,28.801416666666665,0.0012500000000000002,128.33336666666668,306.93403333333333,280.6675666666667
05/01/18 13,5.4024333333333345,11.002816666666668,36.93533333333333,97.66698333333333,305.46683333333334,314.33523333333335
05/01/18 14,27.266900000000003,0.0006166666666666666,0.00013333333333333334,94.83356666666668,281.6671833333333,298.0016666666667
05/01/18 15,0.0,0.0,0.0,68.25035,326.70135,252.75086666666667
05/01/18 16,0.0,0.0,0.26676666666666665,134.91668333333334,303.11715,270.0
05/01/18 17,0.7001499999999999,0.9333666666666667,2.8669000000000002,115.00009999999999,321.50075,250.41668333333334
05/01/18 18,42.30023333333334,2.867783333333334,2.0669333333333335,106.90198333333332,359.5518166666667,223.40050000000005
05/01/18 19,17.8016,2.4363333333333324,10.167749999999996,135.70366666666666,379.1684833333333,205.20235
05/01/18 20,14.269033333333336,32.603116666666665,32.06806666666667,177.93623333333332,386.11815000000007,198.43588333333338
05/01/18 21,25.470333333333325,37.00278333333333,76.81863333333335,121.33645000000001,272.63425,329.86913333333337
05/01/18 22,28.853099999999998,40.08605000000001,21.869416666666666,131.9699166666667,252.56725,174.05278333333337
05/01/18 23,16.403266666666667,9.46893333333333,15.869100000000003,106.2685,181.03508333333323,160.40223333333336
06/01/18 00,0.0017666666666666666,9.968566666666666,10.618716666666666,81.08731666666667,113.00021666666665,174.93621666666664
06/01/18 01,4.333349999999999,10.61685,10.4002,82.33378333333333,125.73388333333332,167.33406666666664
06/01/18 02,10.833499999999999,10.833499999999999,13.0,88.85006666666668,138.21723333333333,191.08351666666664
06/01/18 03,10.183549999999999,9.966899999999999,13.0,89.06698333333334,129.71699999999998,191.35008333333334
06/01/18 04,0.00011666666666666667,2.38335,6.283416666666667,92.16678333333334,163.51683333333332,188.3168
06/01/18 05,0.0,0.0,0.0,89.21683333333333,195.33351666666664,171.5337
06/01/18 06,0.0,0.0,0.0,88.25076666666669,193.33368333333334,204.8334
06/01/18 07,0.0,0.0,0.0,135.0006,208.5845,207.50014999999996
06/01/18 08,0.0,0.0,0.0,135.0,266.8512166666667,237.5
06/01/18 09,0.0,0.0,0.0,135.0,301.50278333333335,183.50039999999998
06/01/18 10,0.0,0.0,0.0,103.50045,336.2363166666666,217.66673333333335
06/01/18 11,0.0,0.0,0.0,135.0,296.7352833333333,211.3340833333333
06/01/18 12,10.001900000000003,0.0006000000000000001,0.0002,74.66703333333334,285.00191666666666,239.10275000000001
06/01/18 13,59.66806666666666,45.002,0.9357500000000005,144.3334166666667,305.0004666666666,267.75303333333335
06/01/18 14,23.000066666666665,0.0007833333333333334,8.000333333333334,135.0,313.4010833333333,290.00141666666667
06/01/18 15,0.0,0.0,0.0,135.0,327.1183,260.1673
06/01/18 16,0.0,0.0,0.0,101.50019999999999,294.10231666666664,246.75010000000003
06/01/18 17,2.2333833333333333,0.0,0.0,128.33433333333335,318.80226666666664,209.58371666666667
06/01/18 18,12.6334,3.667933333333333,8.751216666666666,71.00076666666669,352.0013833333333,249.5835166666667
06/01/18 19,16.5679,14.5351,20.00203333333333,132.65206666666666,371.1345,260.93361666666664
06/01/18 20,20.653350000000007,38.88601666666668,20.569666666666663,139.63636666666667,329.9349,239.98448333333337
06/01/18 21,25.869549999999993,53.686116666666656,21.7199,154.13525,289.31851666666665,269.1854666666667
06/01/18 22,24.46953333333333,18.37061666666666,63.452666666666694,153.20245000000006,249.3843333333333,158.6531166666667
06/01/18 23,14.069216666666671,19.90263333333333,51.75195,70.90488333333334,173.30041666666668,236.91820000000004
07/01/18 00,0.002,9.101216666666668,24.268233333333335,88.48590000000003,99.16771666666668,149.17018333333334
07/01/18 01,7.583383333333333,13.0,11.7001,81.23381666666667,103.21728333333331,187.8840166666667
07/01/18 02,10.616850000000001,13.0,11.05015,88.3835166666667,160.2501333333333,182.46689999999998
07/01/18 03,7.800166666666667,13.0,13.0,84.80030000000001,145.98371666666665,184.85014999999996
07/01/18 04,0.0,5.6334,13.0,40.083616666666664,173.0,174.93384999999998
07/01/18 05,0.0,0.0,8.8834,95.08351666666667,166.71688333333333,176.6671333333333
07/01/18 06,0.0,0.0,0.0,85.33375000000002,168.58354999999997,198.33336666666668
07/01/18 07,0.0,0.0,0.0,62.50055000000001,179.66776666666664,214.58336666666668
07/01/18 08,0.0,0.0,0.0,88.33356666666668,238.8355666666667,196.66703333333334
07/01/18 09,0.0,0.0,0.0,131.66668333333334,275.51866666666666,237.5
07/01/18 10,0.0,0.0,0.0,121.66673333333334,314.66889999999995,186.66708333333332
07/01/18 11,0.0,0.0,0.0,85.00025000000001,369.5347833333334,237.41851666666668
07/01/18 12,0.001216666666666667,0.0014833333333333335,0.0016000000000000003,135.0,289.56801666666667,254.7862166666667
07/01/18 13,2.269383333333332,51.8682,0.0025833333333333333,135.0,342.417,186.87008333333335
07/01/18 14,0.0012333333333333335,1.3338333333333334,6.666666666666667e-05,135.0,305.1014333333333,239.95201666666665
07/01/18 15,0.0,0.0,0.0,135.0,304.9173166666667,252.58379999999997
07/01/18 16,0.0,0.0,0.0001833333333333334,135.0,321.6671333333333,270.0
07/01/18 17,1.1335833333333334,0.0,1.8668166666666666,135.0,328.35175,272.06668333333334
07/01/18 18,46.43438333333335,0.0008500000000000001,3.766833333333333,137.3844666666667,312.16786666666667,271.56808333333333
07/01/18 19,39.26943333333334,51.03465000000001,1.8032666666666664,178.46811666666665,248.11785,422.1343
07/01/18 20,74.05263333333333,19.203283333333324,19.4698,206.2195333333334,214.68441666666666,434.8511833333333
07/01/18 21,14.137683333333332,29.90288333333333,43.8864,191.5520166666667,215.98476666666667,348.53505000000007
07/01/18 22,23.136283333333328,26.01979999999999,75.3529166666667,108.66998333333332,177.1519166666667,247.52021666666667
07/01/18 23,13.218466666666663,4.835666666666668,20.836066666666678,92.08534999999999,140.70193333333333,155.83643333333333